idx,category,arabic,definition,difficulty,discrimination
1,Sound Effects and Animal Sounds,صوت.غنمة.ف,sheep.sound,0.8955711682919574,2.003109748532933
2,Sound Effects and Animal Sounds,قطة.ف,cat.sound,2.1384049543053396,3.1845540306695255
3,Sound Effects and Animal Sounds,اكل.ف,desire.to.eat.sound,2.3077180603388254,2.0182580955812566
4,Sound Effects and Animal Sounds,سيارة.ف,car.sound,2.074585449503148,2.4069417504253408
5,Sound Effects and Animal Sounds,بكاء.ف,crying.sound,1.9374820160004815,2.0044142798411366
6,Sound Effects and Animal Sounds,ديك.ف,rooster.sound,-0.23046017124327234,1.8482810197179653
7,Sound Effects and Animal Sounds,مفاجأة.ف,surprise.sound,0.27390894494414425,1.5423816838747857
8,Sound Effects and Animal Sounds,الم.ف,pain.sound,2.9432525265871203,3.161699170162001
9,Sound Effects and Animal Sounds,طاح.ف,falling.sound,1.0144639047523698,2.2928213549820193
10,Sound Effects and Animal Sounds,كريهة.ف,to.express.bad.smell.sound,1.4204578556138923,2.281502747953186
11,Sound Effects and Animal Sounds,عصفور.ف,bird.sound,0.3418307893150189,1.9884579641590916
12,Sound Effects and Animal Sounds,مسدس.ف,gunshot.sound,0.6223718424344081,2.2864159854048642
13,Sound Effects and Animal Sounds,قرف.ف,to.express.disgust.sound,1.7870337041432285,2.6041020577925376
14,Sound Effects and Animal Sounds,حرارة.ف,hot.sound,1.9706680360149804,2.2518955005277603
15,Sound Effects and Animal Sounds,لذيذ.ف,yummy.sound,0.7171543488845712,1.8471578932893349
16,Sound Effects and Animal Sounds,كلب.ف,dog.sound,0.2321846877215383,2.104557024062529
17,Sound Effects and Animal Sounds,طفش.ف,boredom.sound,-0.360026591447686,1.7684081310773814
18,Sound Effects and Animal Sounds,موافقة.ف,expressing.agreement,1.9028949223629312,3.4345716231385293
19,Sound Effects and Animal Sounds,وحش.ف,monster.sound,0.38102626003692075,1.996169745709206
20,Sound Effects and Animal Sounds,البطة.ف,duck.sound,-0.6123299682471491,1.6331203051562828
21,Animals (Real or Toy),خروف.ف,sheep,-0.190208068519005,2.044878649474717
22,Animals (Real or Toy),حمامة.ف,pigeon,-0.36965101593958566,1.7809212704706954
23,Animals (Real or Toy),حيوانات.ف,animals,-1.0389897235810142,1.712313223613403
24,Animals (Real or Toy),القطة.ف,cat,1.7480700596144811,2.8289765156600497
25,Animals (Real or Toy),عنزة.ف,goat,-0.7105948479633559,1.9211134119550877
26,Animals (Real or Toy),سمكة.ف,fish.animal,-0.3888100078326846,2.352032370367992
27,Animals (Real or Toy),ضفدع.ف,frog,-1.956003874262143,2.0644389501650178
28,Animals (Real or Toy),قرد.ف,monkey,-1.0867283401134689,1.9919662712308577
29,Animals (Real or Toy),العصفور.ف,sparrow,0.47033935648646313,2.6515008921520797
30,Animals (Real or Toy),صرصور.ف,cockroach,-0.7967138058514319,2.187513952828993
31,Animals (Real or Toy),ناموس.ف,mosquito,-1.402657621601366,2.0634651405178657
32,Animals (Real or Toy),غزال.ف,deer,-2.1058194125499385,1.833299071304203
33,Animals (Real or Toy),حمار.ف,donkey,-1.522867444609583,1.808798986546473
34,Animals (Real or Toy),وزة.ف,goose,-2.2894168754579316,1.6299284179410118
35,Animals (Real or Toy),الديك.حقيقيي.ف,rooster,-1.5160530674982098,1.9770136202627193
36,Animals (Real or Toy),البقرة.ف,cow,-1.4976034880602351,1.8077919738584385
37,Animals (Real or Toy),ذئب.ف,wolf,-2.1134411010270666,1.76159556208134
38,Animals (Real or Toy),حيوان.ف,animal,-1.289460620784582,2.010298807044317
39,Animals (Real or Toy),دودة.ف,worm,-0.5874140839295465,2.0162766163631214
40,Animals (Real or Toy),ثور.ف,bull,-2.3673781021583316,1.6958097422865888
41,Animals (Real or Toy),عنكبوت.ف,spider,-2.180391116205238,1.911136495115754
42,Animals (Real or Toy),اسد.ف,lion,-1.441423273992308,1.8624980040438945
